"FROM","TO","SIZE"
1,261,5
1,296,4
1,443,1
1,476,1
1,523,4
2,17,1
2,38,1
2,52,1
2,58,1
2,73,80
2,94,8
2,97,2
2,131,2
2,135,3
2,141,7
2,147,3
2,152,11
2,153,29
2,166,10
2,173,6
2,174,29
2,193,21
2,198,2
2,213,31
2,215,9
2,217,77
2,293,10
2,343,6
2,349,14
2,389,1
2,456,1
2,481,20
2,536,2
2,553,11
2,567,1
2,591,4
2,631,1
2,658,5
2,671,34
2,688,1
2,709,9
2,723,2
2,728,2
2,850,1
3,20,3
3,103,1
3,153,18
3,158,5
3,212,1
3,226,1
3,270,1
3,282,1
3,311,2
3,313,1
3,317,3
3,343,3
3,357,1
3,418,1
3,448,1
3,492,1
3,738,1
4,60,2
4,181,1
5,32,1
5,160,2
5,486,1
5,703,3
6,31,12
6,60,4
6,123,1
6,160,2
6,176,31
6,181,1
6,192,13
6,333,1
6,408,1
6,511,2
6,529,2
6,541,2
6,590,1
6,600,1
6,650,1
6,707,1
7,13,1
7,104,1
7,126,4
7,163,1
7,178,1
7,271,1
7,415,1
8,1,23
8,27,26
8,54,34
8,106,25
8,114,23
8,119,23
8,158,30
8,167,23
8,182,28
8,187,2
8,227,2
8,239,1
8,247,25
8,261,23
8,263,24
8,278,51
8,281,3
8,289,1
8,296,24
8,302,25
8,308,23
8,311,24
8,321,23
8,389,1
8,410,32
8,482,25
8,506,23
8,515,23
8,523,25
8,548,24
8,603,23
8,643,23
8,645,24
8,717,23
8,808,23
8,825,7
9,37,2
9,91,1
9,121,1
9,176,1
9,437,1
10,53,4
10,82,4
10,99,6
10,128,4
10,154,7
10,186,3
10,202,4
10,232,3
10,239,1
10,248,4
10,262,1
10,276,3
10,289,1
10,307,6
10,322,3
10,330,6
10,384,4
10,433,4
10,447,3
10,480,3
10,485,3
10,604,3
11,41,3
11,79,3
11,201,3
11,214,3
11,270,3
11,310,3
11,313,3
11,316,3
11,328,3
11,334,3
11,360,3
11,367,3
11,427,3
11,446,3
11,479,3
11,605,3
11,636,3
11,652,3
11,677,3
11,828,3
11,915,3
13,7,2
13,124,4
13,126,4
13,130,1
13,156,2
13,203,1
13,236,2
13,242,1
13,267,3
13,300,3
13,366,2
13,418,1
13,733,1
13,786,1
14,43,2
14,46,1
14,101,17
14,157,1
14,674,4
15,26,5
15,76,20
15,222,23
15,227,8
15,444,5
16,63,45
16,90,2
16,116,54
16,143,1
16,381,2
16,419,1
16,476,83
16,523,2
16,652,1
16,905,1
17,2,1
17,55,5
17,97,5
17,125,2
