"FROM","TO","SIZE"
1,27,1
1,63,5
1,255,1
1,296,3
1,420,2
1,443,1
1,523,1
1,825,4
2,3,1
2,20,1
2,58,1
2,73,45
2,85,1
2,94,8
2,97,4
2,103,1
2,141,4
2,152,1
2,153,5
2,166,5
2,173,10
2,174,10
2,193,27
2,198,1
2,209,4
2,213,14
2,215,1
2,217,23
2,239,3
2,243,3
2,251,1
2,293,2
2,298,8
2,343,11
2,349,2
2,355,3
2,452,2
2,481,7
2,513,1
2,553,1
2,637,1
2,857,9
3,20,3
3,32,1
3,81,1
3,93,2
3,120,2
3,153,19
3,158,1
3,166,1
3,173,1
3,193,1
3,195,2
3,204,1
3,209,1
3,212,3
3,231,3
3,237,1
3,268,5
3,279,1
3,321,1
3,333,1
3,343,1
3,357,3
4,6,5
4,181,1
4,224,1
4,246,1
4,332,1
4,333,1
4,396,1
4,399,1
4,420,1
4,426,1
5,34,1
5,50,1
5,84,1
5,239,1
5,252,1
6,4,5
6,31,11
6,48,2
6,60,3
6,75,1
6,123,2
6,176,2
6,192,3
6,246,2
6,399,1
6,426,1
6,891,1
7,77,1
7,126,1
7,163,1
7,178,2
7,271,1
7,415,2
7,609,1
8,1,17
8,19,1
8,27,20
8,54,21
8,106,21
8,114,16
8,119,16
8,130,1
8,157,18
8,158,18
8,182,16
8,239,1
8,247,18
8,261,17
8,263,18
8,278,27
8,296,17
8,302,17
8,308,16
8,311,19
8,321,18
8,389,4
8,410,22
8,482,17
8,506,18
8,523,16
8,533,1
8,548,16
8,603,20
8,643,17
8,645,16
8,808,16
8,825,17
8,832,8
9,32,1
9,34,4
9,37,7
9,51,2
9,83,3
9,84,3
9,106,1
9,121,2
9,139,4
10,53,9
10,78,7
10,82,18
10,99,12
10,122,2
10,128,11
10,154,19
10,186,13
10,202,12
10,232,8
10,248,12
10,249,1
10,276,12
10,307,8
10,322,11
10,330,11
10,384,14
10,433,9
10,447,9
10,480,10
10,485,8
10,604,5
11,19,1
11,41,16
11,79,17
11,87,2
11,118,1
11,201,16
11,214,17
11,227,12
11,239,1
11,247,20
11,270,18
11,310,15
11,313,20
11,316,17
11,319,2
11,328,13
11,334,17
11,360,17
11,367,16
11,427,15
11,446,16
11,462,3
11,479,16
11,486,1
11,605,15
11,636,15
11,652,1
11,677,13
11,828,18
11,915,5
13,77,1
13,124,2
13,126,4
13,156,1
13,251,1
13,262,1
13,267,5
14,43,1
14,101,21
14,189,3
14,279,3
14,294,1
14,674,6
15,26,9
15,76,28
15,222,28
15,444,8
16,63,22
16,90,3
16,476,57
16,859,4
17,58,3
17,97,4
17,141,1
17,166,2
17,447,9
18,40,3
18,208,2
18,268,1
18,303,2
18,475,1
19,24,1
19,44,1
19,68,2
19,69,2
19,72,3
19,73,4
19,74,5
19,83,4
19,89,2
19,91,2
19,117,2
19,118,6
19,120,1
19,129,3
19,132,5
19,142,4
19,169,2
19,181,2
19,188,6
19,195,1
19,203,2
19,212,1
19,235,1
19,239,2
19,246,2
19,250,1
19,262,12
19,268,15
19,285,5
19,303,4
19,313,3
19,323,1
19,340,1
19,347,2
19,393,1
19,410,2
19,435,1
19,456,1
19,475,1
19,514,2
19,559,2
19,578,2
19,580,9
19,850,2
19,892,1
20,3,2
20,40,1
20,60,2
20,81,1
20,104,1
20,153,3
20,180,1
20,194,1
20,195,1
20,200,2
20,216,1
20,239,1
20,263,1
20,310,1
20,325,1
20,327,1
20,441,4
21,42,1
21,235,1
21,429,154
22,30,2
22,34,2
22,133,4
22,725,2
24,26,1
24,170,1
24,444,1
26,24,2
26,76,1
26,135,1
26,222,1
26,370,3
26,444,1
27,8,25
27,106,23
27,114,21
27,121,1
27,372,27
27,496,27
27,515,19
27,541,1
27,571,2
28,46,27
28,53,24
28,57,22
28,101,18
28,257,30
28,265,22
29,98,1
29,288,1
29,329,1
29,362,1
29,365,1
29,413,1
29,454,1
29,624,2
29,656,1
29,826,1
30,22,1
30,83,9
30,130,1
30,171,1
30,230,1
30,235,1
30,282,8
30,431,1
30,522,25
30,524,15
31,6,10
31,171,1
31,181,2
31,192,2
31,220,1
31,237,2
31,262,2
31,333,7
31,426,1
31,437,2
31,460,3
31,511,2
31,516,1
31,541,1
31,593,2
32,3,1
32,5,2
32,8,1
32,34,1
32,54,2
32,64,4
32,76,3
32,78,1
32,97,1
32,118,1
32,169,2
32,187,8
32,188,2
32,228,5
32,268,3
32,269,2
32,303,1
32,309,1
32,312,1
32,314,1
32,318,1
32,362,2
32,373,1
32,394,2
32,410,1
32,441,2
32,486,1
32,512,1
32,545,1
32,547,1
32,635,2
32,808,2
32,853,1
33,34,35
33,37,2
33,51,3
33,84,3
33,602,6
34,5,19
34,9,56
34,22,2
34,32,4
34,33,23
34,37,1
34,51,11
34,81,1
34,84,2
34,91,6
34,98,1
34,118,4
34,120,1
34,150,16
34,183,2
34,188,2
34,204,1
34,221,36
34,235,3
34,239,2
34,262,3
34,268,1
34,275,2
34,301,26
34,326,1
34,330,1
34,347,1
34,510,1
34,532,2
34,545,18
34,547,1
34,556,3
34,561,23
34,602,1
34,640,6
35,38,3
35,103,2
35,144,2
36,19,1
36,21,1
36,50,2
36,280,1
36,285,2
37,9,14
37,33,2
37,34,2
37,84,2
37,139,3
37,160,7
37,355,1
37,420,2
37,540,2
38,35,7
38,103,8
38,145,3
38,146,2
39,105,2
39,152,10
39,378,3
40,208,1
40,240,1
40,304,7
40,380,3
41,60,1
41,313,2
41,367,1
41,402,1
42,21,4
42,61,1
42,120,6
42,133,2
42,235,1
42,280,3
42,285,2
42,429,1
42,466,5
42,468,3
42,562,2
42,694,6
43,14,4
43,46,1
43,75,4
43,101,1
43,103,2
43,112,11
43,162,9
43,169,25
43,176,1
43,185,6
43,226,3
43,229,2
43,254,6
43,255,3
43,262,5
43,279,5
43,283,3
43,305,17
43,337,1
43,342,3
43,409,3
43,451,2
43,484,2
43,641,2
43,651,3
43,674,2
44,20,1
44,32,1
44,57,39
44,78,37
44,80,41
44,81,57
44,103,2
44,107,1
44,111,1
44,112,1
44,122,39
44,148,38
44,164,40
44,166,4
44,171,3
44,189,76
44,195,54
44,249,47
44,254,43
44,257,29
44,262,1
44,279,2
44,432,41
44,440,42
44,449,1
44,463,1
44,470,1
44,510,2
45,97,1
45,108,1
45,234,5
45,263,2
46,28,10
46,101,8
46,112,3
46,185,1
46,229,3
47,80,16
47,87,2
47,240,2
48,6,3
48,40,2
48,54,2
48,60,1
48,79,1
48,88,1
48,95,2
48,134,2
48,191,2
48,237,1
48,245,2
48,247,2
48,321,2
48,342,2
48,380,3
48,381,2
48,410,1
48,419,3
48,445,4
48,475,1
48,519,2
48,523,2
48,546,2
49,39,1
49,90,1
49,105,1
49,108,1
49,168,1
49,203,1
49,300,1
49,348,1
49,378,1
49,392,1
49,402,1
49,404,1
49,436,1
49,469,1
49,514,1
49,611,1
49,662,1
49,699,1
49,701,1
50,5,1
50,36,2
50,43,1
50,57,2
50,78,1
50,96,1
50,99,1
50,141,1
50,143,3
50,150,1
50,164,1
50,209,1
50,232,1
50,234,1
50,293,1
50,299,1
50,313,2
50,358,1
50,413,1
50,452,1
50,464,1
50,485,1
50,674,1
50,723,1
51,9,2
51,33,2
51,34,4
51,137,5
52,97,14
52,103,13
52,125,3
52,166,2
52,212,17
52,227,1
52,343,6
52,469,1
53,28,20
53,57,2
53,82,2
53,99,3
53,101,5
53,112,3
53,128,15
53,154,4
53,186,4
53,232,3
53,248,3
53,271,6
53,276,21
53,283,2
53,322,3
53,330,3
53,364,3
53,375,3
53,384,3
53,409,1
53,433,3
53,447,3
53,451,5
53,485,3
54,119,2
54,138,2
54,176,1
54,263,4
54,309,1
54,437,2
54,523,4
54,627,3
55,17,2
55,38,3
55,103,2
55,145,3
55,166,8
55,174,4
55,215,4
55,349,15
55,355,4
55,459,3
55,473,3
55,637,1
56,74,1
56,84,13
56,106,1
56,153,1
56,165,5
56,197,6
56,294,5
56,350,10
56,386,7
56,425,3
56,449,1
56,537,5
57,28,2
57,44,5
57,53,2
57,78,1
57,122,1
57,164,1
57,257,10
57,440,2
58,2,1
58,17,2
58,73,1
58,85,2
58,141,2
58,174,4
58,207,6
58,209,1
58,215,7
58,243,1
58,262,1
58,355,4
58,513,3
58,528,17
58,591,2
58,850,3
59,77,1
59,124,3
59,126,3
59,236,3
59,251,2
59,271,2
59,300,2
59,366,2
59,401,2
60,4,1
60,6,3
60,20,1
60,41,1
60,48,1
60,190,1
60,206,1
60,332,2
60,333,1
60,374,1
60,396,1
60,420,2
60,529,2
60,590,1
61,41,1
61,42,1
61,235,1
61,280,2
61,285,6
61,423,2
61,462,1
62,117,7
62,318,7
62,492,8
63,1,7
63,16,29
63,54,1
63,406,8
63,614,2
64,32,3
64,50,1
64,76,4
64,83,1
64,91,1
64,103,1
64,111,2
64,131,1
64,169,1
64,176,2
64,268,2
64,281,1
64,303,1
64,305,1
64,320,1
64,437,2
64,512,1
64,578,1
65,239,1
65,839,1
65,843,1
66,488,1
67,148,1
67,470,2
68,120,2
68,347,1
68,437,1
68,444,1
68,492,2
69,19,2
69,130,1
69,171,1
69,230,1
69,239,1
69,268,1
69,486,1
70,84,4
70,100,4
70,124,1
70,183,10
70,227,3
70,347,1
71,208,3
71,240,1
72,19,7
72,96,3
72,111,2
72,151,1
72,177,1
72,179,1
72,194,3
72,262,6
72,323,16
72,379,1
72,393,20
72,411,1
72,442,7
72,494,1
72,521,3
72,584,3
72,833,1
73,2,42
73,19,3
73,94,4
73,97,1
73,143,2
73,166,4
73,173,5
73,174,7
73,193,6
73,209,1
73,217,6
73,239,1
73,242,1
73,262,4
73,268,3
73,293,1
73,298,1
73,312,1
73,513,1
73,850,2
73,857,6
74,19,1
74,41,5
74,75,1
74,116,5
74,120,1
74,134,1
74,181,1
74,195,2
74,288,3
74,313,1
74,319,2
74,389,1
74,454,6
75,9,1
75,10,1
75,11,4
75,30,3
75,40,2
75,41,1
75,43,3
75,74,3
75,83,3
75,84,2
75,87,3
75,89,1
75,91,2
75,104,1
75,111,1
75,116,1
75,120,1
75,133,1
75,137,2
75,151,3
75,164,1
75,165,1
75,166,1
75,171,2
75,181,2
75,184,2
75,200,1
75,203,1
75,214,1
