"FROM","TO","SIZE"
1,296,1
1,443,1
2,50,1
2,73,14
2,152,1
2,153,4
2,166,1
2,193,1
2,215,3
2,217,2
2,481,3
2,553,2
2,591,1
2,658,1
2,671,4
2,709,1
3,153,2
3,209,1
3,333,1
3,343,2
4,176,3
4,181,1
4,511,1
5,32,1
6,31,1
6,123,1
7,32,1
7,104,1
7,609,1
8,1,3
8,27,3
8,54,4
8,106,3
8,114,3
8,119,3
8,158,5
8,167,3
8,182,3
8,247,3
8,261,3
8,263,3
8,278,3
8,296,3
8,302,3
8,308,3
8,311,3
8,321,6
8,410,8
8,482,3
8,506,3
8,515,3
8,523,3
8,548,3
8,603,3
8,643,3
8,645,3
8,717,3
8,808,3
9,121,1
10,57,2
13,124,2
13,126,1
13,236,1
13,251,1
13,418,1
14,101,2
14,451,5
14,674,2
15,76,2
15,222,2
15,227,2
16,63,25
16,90,2
16,116,6
16,381,4
16,476,85
16,905,1
17,97,3
17,166,1
17,198,1
17,209,1
17,343,2
17,349,1
17,447,2
17,637,2
18,66,6
18,74,4
18,88,3
18,187,2
18,303,1
18,424,1
18,793,1
19,60,1
19,69,1
19,188,1
19,216,1
19,262,4
20,49,1
21,429,37
22,34,2
22,133,14
22,176,1
22,180,2
22,223,1
22,312,2
22,725,4
24,444,2
27,8,1
27,106,1
27,114,1
27,372,1
27,515,1
28,46,6
28,53,5
28,57,4
28,101,6
28,257,6
28,265,6
28,583,7
29,288,1
29,365,1
29,624,3
29,826,2
30,83,1
30,524,1
30,722,1
31,239,1
31,374,1
31,377,1
31,511,1
31,541,2
31,707,1
32,30,1
32,44,2
32,52,1
32,64,1
32,67,1
32,76,1
32,78,2
32,103,1
32,118,2
32,124,1
32,134,1
32,141,1
32,142,1
32,147,1
32,166,1
32,168,1
32,176,1
32,181,1
32,187,2
32,189,1
32,203,1
32,212,1
32,235,1
32,260,1
32,272,1
32,285,1
32,312,5
32,319,2
32,323,1
32,362,2
32,437,1
32,463,1
32,580,1
32,707,1
32,931,1
33,34,24
33,37,1
33,132,2
34,5,6
34,9,26
34,22,3
34,33,11
34,37,2
34,51,4
34,75,5
34,91,1
34,118,3
34,120,2
34,121,8
34,145,1
34,150,7
34,160,2
34,183,1
34,204,2
34,221,15
34,262,2
34,301,7
34,303,1
34,323,1
34,330,2
34,347,1
34,402,1
34,545,6
34,556,3
34,561,14
35,38,3
35,144,1
35,147,1
36,285,1
37,34,1
37,301,1
38,35,1
38,103,4
38,144,3
38,146,1
38,298,1
38,393,1
38,637,1
39,378,1
40,135,1
40,138,4
40,208,2
40,245,5
40,268,5
40,475,2
41,32,1
41,78,2
41,181,5
41,234,4
41,248,5
41,282,3
41,454,1
41,462,9
41,466,3
41,652,2
44,20,1
44,32,2
44,57,3
44,78,4
44,80,3
44,81,7
44,107,2
44,122,4
44,148,3
44,162,1
44,164,3
44,189,4
44,195,7
44,249,3
44,254,4
44,257,3
44,432,3
44,440,3
44,711,3
44,773,3
45,234,11
46,28,8
46,101,8
47,80,6
47,726,1
48,6,2
48,54,1
48,74,1
48,95,1
48,116,1
48,134,1
48,244,1
48,321,1
48,458,1
48,501,1
48,605,1
48,799,1
50,2,1
50,5,1
50,7,1
50,41,1
50,53,2
50,73,3
50,97,1
50,120,1
50,131,1
50,133,6
50,141,2
50,143,11
50,186,1
50,216,1
50,234,2
50,277,1
50,288,1
50,305,2
50,313,1
50,317,1
50,331,1
50,385,1
50,561,4
50,580,2
50,901,1
51,34,3
51,75,1
52,97,4
52,103,4
52,118,1
52,212,3
52,343,3
53,43,1
53,82,1
53,122,1
53,232,1
53,271,1
53,276,1
53,364,2
53,757,1
54,8,6
54,74,3
54,106,11
54,138,3
54,182,1
54,261,2
54,311,1
54,523,6
55,166,1
55,174,3
