"FROM","TO","SIZE"
1,27,1
1,153,1
1,296,3
1,413,1
1,443,1
1,523,1
1,825,2
2,3,3
2,73,113
2,75,1
2,94,12
2,97,3
2,125,2
2,141,1
2,147,7
2,152,7
2,153,13
2,166,1
2,173,29
2,174,16
2,193,12
2,204,1
2,209,5
2,213,9
2,215,5
2,217,80
2,243,1
2,293,3
2,298,2
2,349,1
2,481,15
2,528,2
2,553,4
2,631,1
2,658,13
2,671,21
2,709,14
2,723,4
2,734,1
2,798,7
2,812,25
2,857,1
3,20,14
3,23,2
3,45,1
3,60,1
3,74,1
3,97,1
3,153,13
3,158,4
3,195,1
3,198,2
3,209,1
3,283,1
3,343,3
3,357,2
3,392,1
3,441,7
3,624,1
3,669,1
3,744,2
3,812,1
3,820,1
4,181,2
4,332,1
4,508,2
5,9,1
5,34,2
5,130,1
5,165,2
5,176,1
5,187,1
5,221,2
5,545,1
5,556,1
5,561,1
5,703,3
6,31,8
6,48,2
6,60,2
6,160,3
6,192,5
6,309,3
6,399,1
6,460,1
6,529,1
6,541,1
6,600,1
6,650,1
6,794,1
6,816,6
7,13,1
7,32,1
7,75,1
7,77,2
7,124,1
7,126,4
7,163,1
7,178,2
7,436,1
7,609,1
7,652,1
8,1,26
8,27,27
8,32,1
8,54,41
8,75,1
8,91,1
8,106,33
8,114,26
8,119,26
8,158,29
8,167,28
8,182,30
8,227,2
8,247,26
8,261,26
8,263,26
8,278,35
8,296,26
8,302,26
8,308,27
8,311,28
8,312,1
8,321,29
8,347,1
8,410,32
8,424,32
8,482,30
8,506,27
8,515,4
8,523,29
8,548,27
8,643,26
8,645,26
8,702,3
8,717,26
8,781,1
8,791,3
8,808,26
9,5,1
9,22,2
9,23,1
9,33,5
9,34,1
9,83,7
9,91,2
9,106,5
9,119,1
9,121,3
9,130,1
9,160,1
9,176,2
9,221,2
9,235,1
9,266,1
9,301,6
9,363,1
9,556,1
9,561,3
9,791,2
10,44,1
10,53,13
10,78,2
10,82,15
10,99,17
10,128,15
10,154,18
10,186,15
10,202,13
10,232,14
10,248,14
10,249,2
10,276,18
10,307,13
10,312,2
10,322,14
10,330,22
10,384,14
10,433,13
10,440,1
10,447,13
10,472,2
10,480,14
10,485,13
10,604,13
10,782,1
11,227,1
11,247,3
11,360,4
13,7,1
13,124,3
13,126,4
13,143,1
13,156,2
13,236,2
13,251,3
13,271,4
13,366,1
13,416,5
13,418,1
14,43,2
14,48,1
14,101,11
14,176,1
14,189,2
14,257,1
14,262,1
14,451,1
14,674,9
15,64,1
15,76,27
15,222,17
15,227,12
15,444,11
16,63,5
16,116,29
16,381,7
16,476,78
16,644,1
17,52,3
17,55,8
17,97,33
17,131,5
17,141,1
17,153,1
17,198,18
17,209,4
17,212,1
17,243,2
17,286,7
17,293,9
17,349,2
17,385,3
17,528,3
17,536,5
17,567,2
17,591,6
17,637,26
17,779,6
17,918,1
18,66,4
18,74,1
18,208,3
18,268,1
18,290,1
18,304,1
18,793,4
19,142,1
19,262,2
20,3,16
20,60,4
20,82,1
20,153,15
20,200,1
20,213,1
20,327,1
20,357,2
20,392,1
20,441,4
20,498,1
20,611,1
20,643,1
20,801,1
22,9,2
22,30,1
22,176,1
22,180,2
22,312,1
22,377,2
22,518,1
22,725,6
23,3,1
23,11,1
23,20,1
23,31,2
23,91,3
23,96,4
23,106,2
23,134,6
