"FROM","TO","SIZE"
1,8,1
1,35,2
1,63,3
1,261,1
1,296,3
1,302,1
1,413,1
1,420,1
1,469,1
1,523,3
1,825,1
2,3,4
2,20,1
2,38,2
2,50,2
2,58,2
2,73,39
2,94,15
2,141,2
2,152,1
2,153,3
2,166,5
2,173,28
2,174,16
2,193,45
2,194,1
2,207,1
2,213,25
2,215,1
2,217,16
2,239,3
2,243,3
2,293,3
2,298,16
2,343,18
2,355,2
2,481,18
2,513,15
2,567,1
2,591,2
2,631,6
2,658,20
2,671,18
2,688,1
2,850,2
2,857,11
3,2,3
3,20,7
3,56,1
3,60,1
3,94,1
3,118,1
3,120,1
3,153,6
3,158,9
3,166,3
3,173,4
3,209,1
3,214,1
3,244,1
3,250,1
3,260,3
3,268,1
3,313,1
3,328,1
3,344,1
3,357,3
3,378,2
3,440,1
3,441,1
3,478,1
3,498,2
3,601,1
3,646,1
3,652,1
4,6,1
4,160,2
4,333,2
4,408,1
4,508,2
4,571,1
5,133,1
5,165,1
5,545,1
6,4,1
6,19,3
6,31,12
6,48,1
6,75,1
6,192,8
6,408,2
6,421,1
6,541,2
6,571,1
7,13,3
7,59,1
7,77,2
7,120,1
7,124,1
7,131,2
7,145,1
7,163,1
7,178,2
7,190,2
7,271,1
7,300,1
7,415,4
7,418,1
7,609,4
7,652,1
8,1,23
8,19,1
8,27,25
8,54,32
8,70,1
8,100,3
8,106,27
8,114,23
8,119,22
8,157,4
8,158,23
8,171,1
8,182,26
8,247,22
8,261,27
8,262,2
8,263,24
8,278,33
8,289,1
8,296,22
8,302,23
8,308,22
8,311,23
8,321,22
8,389,1
8,410,23
8,482,24
8,506,24
8,515,1
8,523,22
8,548,22
8,603,23
8,614,3
8,643,23
8,645,22
8,808,22
8,825,24
9,34,3
9,37,3
9,83,1
9,84,1
9,121,2
9,363,1
10,19,6
10,53,3
10,78,1
10,82,9
10,99,6
10,122,1
10,128,5
10,143,1
10,154,10
10,186,4
10,202,5
10,232,4
10,248,5
10,249,3
10,276,3
10,307,4
10,322,3
10,330,12
10,384,3
10,433,4
10,447,4
10,480,3
10,485,4
10,604,3
11,3,1
11,41,2
11,79,2
11,201,3
11,214,2
11,239,2
11,270,2
11,310,2
11,313,4
11,316,3
11,328,2
11,334,2
11,360,2
11,367,2
11,427,2
11,446,2
11,479,2
11,499,1
11,605,2
11,636,2
11,677,2
11,828,2
12,181,1
12,571,1
13,124,1
13,126,1
13,251,2
13,267,13
13,271,2
13,415,1
13,416,1
13,418,1
13,786,1
14,75,1
14,101,26
14,162,1
14,169,2
14,279,2
14,409,1
14,463,1
14,674,7
15,26,10
15,76,22
15,222,20
15,444,10
15,503,2
16,40,1
16,63,17
16,90,5
16,116,17
16,278,3
16,381,1
16,476,71
16,825,1
17,55,1
17,97,7
17,131,1
17,141,1
17,166,3
17,173,1
17,198,1
17,215,1
17,293,1
17,349,3
17,447,2
17,637,2
18,66,8
18,88,1
18,138,3
18,208,2
18,304,1
18,371,1
18,424,1
18,475,1
18,491,1
19,6,4
19,8,1
19,10,8
19,13,1
19,29,3
19,31,1
19,54,1
19,68,2
19,69,5
19,72,3
19,73,1
19,77,1
19,83,15
19,84,4
19,85,2
19,87,1
19,91,2
19,99,3
19,104,1
19,109,1
19,111,1
19,118,2
19,124,1
19,129,1
19,134,2
19,138,1
19,142,1
19,145,3
19,150,1
19,154,1
19,162,4
19,165,2
19,169,3
19,172,1
19,174,1
19,180,1
19,181,1
19,188,4
19,197,2
19,203,2
19,204,1
19,208,1
19,211,2
19,212,1
19,216,3
19,223,1
19,226,1
19,239,9
19,240,1
19,246,1
19,250,1
19,253,1
19,254,1
19,260,2
19,262,9
19,265,3
19,268,6
19,275,2
19,281,2
19,285,3
19,303,3
19,313,12
19,319,1
19,320,1
19,321,2
19,323,1
19,347,1
19,350,2
19,356,1
19,358,1
19,362,2
19,400,2
19,410,3
19,420,1
19,443,1
19,463,1
19,472,1
19,475,1
19,486,1
19,578,1
19,652,3
19,850,3
19,899,1
20,36,1
20,38,1
20,43,1
20,49,1
20,56,1
20,93,1
20,103,1
20,125,1
20,153,3
20,200,1
20,205,1
20,209,2
20,214,1
20,218,1
20,239,1
