"FROM","TO","SIZE"
1,3,4
1,8,2
1,114,1
1,296,3
1,302,1
1,413,1
1,420,2
1,443,2
1,515,1
1,523,6
1,825,8
2,38,6
2,58,1
2,73,49
2,75,1
2,97,2
2,131,4
2,166,5
2,173,7
2,174,23
2,193,31
2,198,1
2,213,9
2,217,7
2,239,5
2,243,6
2,293,4
2,298,5
2,349,1
2,452,2
2,481,9
2,503,1
2,567,2
2,591,3
2,631,3
2,637,1
2,658,3
2,671,9
2,850,1
2,857,10
3,1,2
3,14,1
3,20,6
3,44,3
3,60,1
3,93,6
3,96,1
3,97,2
3,118,2
3,120,2
3,125,1
3,153,14
3,158,2
3,166,1
3,174,1
3,179,1
3,209,2
3,212,2
3,311,2
3,333,2
3,343,2
3,357,1
3,382,1
3,567,1
4,181,3
4,224,3
4,332,2
4,508,1
5,34,2
5,84,1
5,545,1
6,31,14
6,75,1
6,192,15
6,333,6
6,399,2
6,516,1
6,541,4
6,650,1
7,13,2
7,77,3
7,124,1
7,126,1
7,131,3
7,271,2
7,300,4
7,609,1
7,652,3
8,1,31
8,10,1
8,11,1
8,23,1
8,27,31
8,44,1
8,54,39
8,69,1
8,70,2
8,75,1
8,84,1
8,87,1
8,98,1
8,106,50
8,111,1
8,114,31
8,118,1
8,119,31
8,124,1
8,142,3
8,147,1
8,158,36
8,167,32
8,182,39
8,187,1
8,203,1
8,227,1
8,242,1
8,246,1
8,247,33
8,261,31
8,263,31
8,268,1
8,278,32
8,281,1
8,285,1
8,296,37
8,302,35
8,308,31
8,311,31
8,312,1
8,319,1
8,321,31
8,389,1
8,410,45
8,463,1
8,482,31
8,504,2
8,506,31
8,512,1
8,515,31
8,523,31
8,548,32
8,603,31
8,643,31
8,645,31
8,808,31
8,825,31
8,848,1
9,34,9
9,37,4
9,64,2
9,84,1
9,119,1
9,121,2
9,139,2
9,301,2
9,363,4
9,640,1
10,44,4
10,53,9
10,78,1
10,82,11
10,99,19
10,128,13
10,154,13
10,157,1
10,158,1
10,162,2
10,186,8
10,195,1
10,202,10
10,227,1
10,232,9
10,239,1
10,248,10
10,249,1
10,262,1
10,272,1
10,276,8
10,307,11
10,313,1
10,322,10
10,330,19
10,384,11
10,433,10
10,447,8
10,463,2
10,472,1
10,480,13
10,485,8
10,604,10
11,41,1
11,79,1
11,201,1
11,214,1
11,270,1
11,310,1
11,313,1
11,316,1
11,328,1
11,334,1
11,360,1
11,367,1
