"FROM","TO","SIZE"
1,8,1
1,40,1
1,63,1
1,106,4
1,114,1
1,208,1
1,261,2
1,296,10
1,311,1
1,390,1
1,410,1
1,420,1
1,443,1
1,469,1
1,523,3
1,825,7
2,50,1
2,58,2
2,72,1
2,73,63
2,75,2
2,85,1
2,94,14
2,97,7
2,131,2
2,153,1
2,166,8
2,173,19
2,174,19
2,193,34
2,198,1
2,213,18
2,215,3
2,217,26
2,239,6
2,243,8
2,293,17
2,298,16
2,343,10
2,349,2
2,355,2
2,416,1
2,481,6
2,513,4
2,567,1
2,631,1
2,637,2
2,658,10
2,671,3
2,857,10
3,2,1
3,11,1
3,20,3
3,23,1
3,45,5
3,56,1
3,81,2
3,118,3
3,120,2
3,128,1
3,150,1
3,153,12
3,158,4
3,173,3
3,174,1
3,193,3
3,209,3
3,212,2
3,231,1
3,260,1
3,268,1
3,283,2
3,431,2
3,440,6
3,492,1
3,559,1
3,652,2
4,224,1
4,246,1
4,508,1
5,537,2
5,545,1
6,31,10
6,48,4
6,60,1
6,181,1
6,192,2
6,399,1
6,460,1
7,104,4
7,126,1
7,163,4
7,178,3
7,251,1
7,313,3
7,415,2
7,609,2
8,1,23
8,27,23
8,32,1
8,54,28
8,75,1
8,106,26
8,114,25
8,118,1
8,119,24
8,157,23
8,158,25
8,171,1
8,182,26
8,187,1
8,247,23
8,261,24
8,263,24
8,278,25
8,281,1
8,296,27
8,302,23
8,308,23
8,311,23
8,321,24
8,410,25
8,482,23
8,506,23
8,515,1
8,523,24
8,548,23
8,603,23
8,614,1
8,643,23
8,645,23
8,808,23
8,825,24
9,30,1
9,32,2
9,34,6
9,51,1
9,75,1
9,83,2
9,84,3
9,121,3
9,139,2
9,221,1
9,301,2
9,640,1
10,53,2
10,78,2
10,82,6
10,99,2
10,128,4
10,154,4
10,186,2
10,202,4
10,227,1
10,232,2
10,248,5
10,276,2
10,307,2
10,322,2
10,330,8
10,384,2
10,433,3
10,447,5
10,480,2
10,485,2
10,604,1
11,41,1
11,79,1
11,201,1
11,214,2
11,270,1
11,313,1
11,316,1
11,328,1
11,360,1
11,367,1
11,427,1
11,446,1
11,479,1
11,636,1
11,677,1
11,828,1
13,7,3
13,19,6
13,124,2
13,126,4
13,156,2
13,236,1
13,251,2
13,267,3
13,415,1
13,786,1
14,43,5
14,53,4
14,101,25
14,162,1
14,169,2
14,189,2
14,279,1
14,288,2
14,451,1
15,26,14
15,76,35
15,222,38
15,444,16
16,63,17
16,116,39
16,476,155
17,97,3
17,141,3
17,166,8
17,209,3
17,213,1
17,447,2
17,513,1
17,567,2
17,591,1
18,110,2
18,116,3
18,208,2
18,268,1
18,356,1
18,519,1
19,13,3
19,24,1
19,38,2
19,64,1
19,68,1
19,69,1
19,72,1
19,73,6
19,77,1
19,83,10
19,87,1
19,91,2
19,97,1
19,105,6
19,118,2
19,120,2
19,129,4
19,132,8
19,138,4
19,142,1
19,162,2
19,166,2
19,171,2
19,176,2
19,203,2
19,204,3
19,235,6
19,250,3
19,262,16
19,268,14
19,285,8
19,326,1
19,347,4
19,400,4
19,410,2
19,428,3
19,437,1
19,472,3
19,475,1
19,486,1
19,554,1
19,652,2
19,850,1
20,3,1
20,103,1
20,106,1
20,119,1
20,153,4
20,195,2
20,227,2
20,282,1
20,313,1
20,327,3
20,357,2
20,441,3
20,552,1
21,235,1
21,429,117
21,448,1
22,34,2
22,75,1
22,133,2
22,223,2
22,230,3
22,235,1
22,242,1
22,320,1
22,431,1
22,522,1
24,19,1
24,170,4
24,318,2
24,444,17
26,15,2
26,24,1
26,135,2
26,222,2
26,370,2
26,444,1
27,8,6
27,106,20
27,114,5
27,121,1
27,149,1
27,372,4
27,496,8
27,515,5
28,46,27
28,53,21
28,57,29
28,101,13
28,257,29
28,265,25
29,288,1
30,9,2
30,37,1
30,83,5
30,91,1
30,120,1
30,180,1
30,207,2
30,235,3
30,282,11
30,291,1
30,499,2
30,522,25
30,524,20
30,646,1
31,6,5
31,120,1
31,171,1
31,181,2
31,333,1
31,460,6
31,511,2
31,516,2
32,9,1
32,29,2
32,64,7
32,70,2
32,73,1
32,76,7
32,83,2
32,97,1
32,111,1
32,112,1
32,126,1
32,145,1
32,168,1
32,174,1
32,176,4
32,182,1
32,184,1
32,187,5
32,203,2
32,212,2
32,242,1
32,268,4
32,289,1
32,299,1
32,312,9
32,362,1
32,387,1
32,394,1
32,402,1
32,431,1
32,437,2
32,474,1
32,486,1
32,617,1
32,624,2
32,826,1
33,34,15
33,602,4
34,5,5
34,9,54
34,22,5
34,30,1
34,32,2
34,33,10
34,37,5
34,51,4
34,58,2
34,75,6
34,83,1
34,84,1
34,91,2
34,109,5
34,118,2
34,120,1
34,121,1
34,150,5
34,188,12
34,221,14
34,235,12
34,239,2
34,265,2
34,266,1
34,301,10
34,402,2
34,431,2
34,472,1
34,518,1
34,545,5
34,561,9
34,573,4
34,640,2
35,38,2
35,103,2
35,144,3
35,145,2
35,146,1
36,19,3
36,42,1
36,233,1
36,285,5
37,9,1
37,58,2
37,84,4
37,139,3
37,355,4
37,420,1
37,540,1
37,556,1
38,19,2
38,35,1
38,103,1
38,144,2
38,145,2
38,249,1
39,105,4
39,152,4
39,378,11
39,504,1
40,1,1
40,95,1
40,116,1
40,155,1
40,208,8
40,240,1
40,281,1
40,303,2
40,304,8
40,371,1
40,380,4
40,387,2
40,476,4
40,594,1
41,74,2
41,154,1
41,247,1
41,313,2
41,575,1
41,624,1
41,652,2
42,21,9
42,282,5
42,285,1
42,431,3
42,466,8
42,468,6
42,694,8
43,14,13
43,75,2
43,101,2
43,112,4
43,162,12
43,169,32
43,185,10
43,189,1
43,226,7
43,229,2
43,254,1
43,262,4
43,283,3
43,305,21
43,337,2
43,342,5
43,354,4
43,409,4
43,451,2
43,484,2
43,651,4
43,674,7
44,32,3
44,57,25
44,76,1
44,78,22
44,80,28
44,81,42
44,103,7
44,112,2
44,122,24
44,143,1
44,148,20
44,162,1
44,164,21
44,189,78
44,195,54
44,226,1
44,227,1
44,232,1
44,239,6
44,242,2
44,249,27
44,254,26
44,257,19
44,279,4
44,283,1
44,432,22
44,437,1
44,440,26
44,463,3
44,470,1
44,504,1
44,583,1
44,674,1
45,234,2
46,28,7
46,101,5
46,185,1
46,229,3
46,279,4
46,337,1
47,40,2
47,80,3
47,87,3
47,110,1
47,827,1
48,6,4
48,88,4
48,116,1
48,134,11
48,288,1
48,380,1
48,410,1
48,419,1
48,432,2
48,445,2
48,475,3
49,242,1
49,402,1
49,514,2
50,2,1
50,43,1
50,57,1
50,96,1
50,134,2
50,141,2
50,143,3
50,150,2
50,154,1
50,201,1
50,209,1
50,221,1
50,248,1
50,305,1
50,313,2
50,316,1
50,322,1
50,329,1
50,331,1
50,367,1
50,400,2
50,433,1
50,524,4
50,561,1
50,586,1
50,826,1
50,901,1
51,34,1
52,97,16
52,103,17
52,125,4
52,212,12
52,343,8
53,14,2
53,28,23
53,82,2
53,99,2
53,101,6
53,112,4
53,128,13
53,154,1
53,186,4
53,232,1
53,248,2
53,271,4
53,276,11
53,322,2
53,330,1
53,364,3
53,375,1
53,384,1
53,409,2
53,433,1
53,447,3
53,451,2
53,470,2
53,485,2
54,8,2
54,74,4
54,138,4
54,176,1
54,247,2
54,523,1
54,548,2
54,702,1
55,17,3
55,38,4
55,103,8
55,145,4
55,166,7
55,174,10
55,215,4
55,243,2
55,349,9
55,355,4
55,459,4
55,473,4
56,3,4
56,84,3
56,106,1
56,153,1
56,165,17
56,197,2
56,294,3
56,386,3
56,425,1
56,537,1
57,19,1
57,28,9
57,44,3
57,122,6
57,148,1
57,257,27
58,34,2
58,37,1
58,73,1
58,83,1
58,85,1
58,89,1
58,126,1
58,141,1
58,174,4
58,207,5
58,209,1
58,215,14
58,217,1
58,235,1
58,243,3
58,349,1
58,355,9
58,385,1
58,528,22
58,591,1
58,646,1
58,850,4
59,13,1
59,77,2
59,124,1
59,126,3
59,236,5
59,251,5
59,267,1
59,271,4
59,300,4
59,366,5
59,401,6
60,118,1
60,181,1
60,190,1
60,192,1
60,274,1
60,333,1
60,405,1
60,529,1
60,650,1
61,41,2
61,74,1
61,214,1
61,235,3
61,285,3
61,448,2
61,510,1
62,117,7
62,318,9
62,492,5
63,16,13
63,83,3
63,137,2
63,188,1
63,406,6
64,19,3
64,32,2
64,75,1
64,76,2
64,111,1
64,124,1
64,130,1
64,134,1
64,171,1
