"FROM","TO","SIZE"
1,65,1
1,255,1
1,296,4
1,825,1
2,73,49
2,75,1
2,94,6
2,97,4
2,141,14
2,153,2
2,166,6
2,173,17
2,174,20
2,193,14
2,198,6
2,207,2
2,209,4
2,212,1
2,213,9
2,215,1
2,217,11
2,239,1
2,243,1
2,293,6
2,298,2
2,344,3
2,591,1
2,601,3
2,857,7
3,20,3
3,34,1
3,38,1
3,120,1
3,137,1
3,141,2
3,153,13
3,154,1
3,158,2
3,166,1
3,173,5
3,195,1
3,207,2
3,231,3
3,237,1
3,298,2
3,326,1
3,554,1
3,559,2
3,918,1
4,181,2
5,545,1
5,556,1
6,31,10
6,60,2
6,181,3
6,192,1
6,220,2
7,59,1
7,77,3
7,104,2
7,124,1
7,126,1
7,135,1
7,163,2
7,178,4
7,251,1
7,271,1
7,415,2
8,1,4
8,27,4
8,32,2
8,54,4
8,70,1
8,75,1
8,106,6
8,114,4
8,119,4
8,157,4
8,158,10
8,182,5
8,247,5
8,261,5
8,263,6
8,278,14
8,296,4
8,302,4
8,308,4
8,311,6
8,321,4
8,389,2
8,410,6
8,482,5
8,506,4
8,523,4
8,548,4
8,603,5
8,614,3
8,643,5
8,645,4
8,808,4
8,825,4
8,832,4
9,22,1
9,37,2
9,51,1
9,58,1
9,160,1
9,176,1
9,355,1
9,452,1
10,53,8
10,82,10
10,99,13
10,122,1
10,128,11
10,154,13
10,186,11
10,202,10
10,232,8
10,248,12
10,276,9
10,307,8
10,322,8
10,330,9
10,384,9
10,433,8
10,447,8
10,480,8
10,485,9
10,604,3
10,908,2
11,10,1
11,19,1
11,41,13
11,44,1
11,48,1
11,74,2
11,75,1
11,79,11
11,87,1
11,98,3
11,134,1
11,158,1
11,174,3
11,176,3
11,187,1
11,201,12
11,214,8
11,227,16
11,239,1
11,247,34
11,262,1
11,270,7
11,285,1
11,289,1
11,310,10
11,312,1
11,313,9
11,316,9
11,319,1
11,328,8
11,334,8
11,360,12
11,367,9
11,427,2
11,446,8
11,456,1
11,479,8
11,503,1
11,605,7
11,636,1
11,665,1
11,674,1
11,677,7
11,828,8
11,915,1
13,77,1
13,124,2
13,126,1
13,236,1
13,251,4
13,262,2
13,415,1
13,624,1
14,43,1
14,89,2
14,101,17
14,169,2
14,185,1
14,451,2
14,674,1
15,26,1
15,76,16
15,222,16
15,444,5
17,97,6
17,131,1
17,166,1
17,174,2
17,198,1
17,209,1
17,293,1
17,355,3
17,447,7
17,591,1
17,631,1
18,40,1
18,79,2
18,88,1
18,110,2
18,116,5
18,155,1
18,200,1
18,208,3
18,216,1
18,245,1
18,310,2
18,424,1
18,491,1
19,24,2
19,30,2
19,32,1
19,44,1
19,64,1
19,68,3
19,69,15
19,72,4
19,73,4
19,111,2
19,138,1
19,142,5
19,162,2
19,169,1
19,171,1
19,181,1
19,203,1
19,208,1
19,210,5
19,211,2
19,212,9
19,262,6
19,268,12
19,285,1
19,303,1
19,323,1
19,356,1
19,400,2
19,463,1
19,472,1
19,486,2
19,559,1
19,578,1
19,584,3
19,828,1
20,3,1
20,38,2
20,49,1
20,78,29
20,130,1
20,153,5
20,160,1
20,209,2
20,299,1
20,357,1
20,441,1
20,462,1
20,498,1
21,20,1
21,429,43
22,9,1
22,19,2
22,30,1
22,34,3
22,75,1
22,133,1
24,26,2
24,76,2
24,87,1
24,170,3
24,444,3
25,91,1
25,512,2
26,15,1
26,76,1
26,135,1
26,222,1
26,370,1
26,444,1
27,8,9
27,106,13
27,114,7
27,372,7
27,496,8
27,515,8
28,46,18
28,53,17
28,101,8
28,265,18
30,19,1
30,22,5
30,58,1
30,83,14
30,85,3
30,130,2
30,137,1
30,139,3
30,171,2
30,188,1
30,207,3
30,262,1
30,282,4
30,522,13
30,524,3
31,6,5
31,136,1
31,181,2
31,192,1
31,333,4
31,358,1
31,372,1
31,383,1
