"FROM","TO","SIZE"
1,106,1
1,289,1
1,296,1
1,825,1
2,58,2
2,73,78
2,75,1
2,94,4
2,97,4
2,125,7
2,141,2
2,147,3
2,152,1
2,153,7
2,166,5
2,173,25
2,174,15
2,193,33
2,198,3
2,209,6
2,212,1
2,213,14
2,215,3
2,217,38
2,293,4
2,355,3
2,481,35
2,631,8
2,637,2
2,658,38
2,671,24
2,709,8
2,723,4
2,798,9
2,812,12
2,823,6
3,20,2
3,44,2
3,109,1
3,151,1
3,153,5
3,158,3
3,195,1
3,198,1
3,343,1
3,441,1
3,544,1
3,682,1
4,143,1
4,176,1
4,206,1
4,274,1
4,408,1
4,781,2
5,165,1
5,545,2
5,561,1
5,703,4
6,31,8
6,160,1
6,309,1
6,333,2
6,493,1
6,511,1
6,707,4
6,816,3
7,124,1
7,163,1
7,178,1
8,1,18
8,27,21
8,54,23
8,98,1
8,106,24
8,114,18
8,119,20
8,158,18
8,167,19
8,182,22
8,227,1
8,247,18
8,261,21
8,263,23
8,278,19
8,296,18
8,302,18
8,308,18
8,311,19
8,312,1
8,321,18
8,410,24
8,424,20
8,482,18
8,506,18
8,523,19
8,548,18
8,643,19
8,645,18
8,702,1
8,717,18
8,781,2
8,808,18
9,106,2
9,121,1
9,125,1
9,160,4
9,561,1
10,53,2
10,82,3
10,98,1
10,99,6
10,128,5
10,154,6
10,186,6
10,202,2
10,232,2
10,248,5
10,249,3
10,276,2
10,307,5
10,322,5
10,330,7
10,374,1
10,384,2
10,433,2
10,447,5
10,480,6
10,485,2
10,604,2
10,791,1
13,124,1
13,156,5
13,230,1
13,242,2
13,267,3
13,300,1
13,366,1
13,415,1
13,416,1
13,768,1
14,101,5
14,169,2
14,189,6
14,305,1
14,451,1
14,674,6
14,761,1
15,76,15
15,222,12
15,227,13
15,444,8
16,90,1
16,116,21
16,313,2
16,367,11
16,381,5
16,476,29
16,620,1
16,652,6
17,52,1
17,55,3
17,97,12
17,125,2
17,153,1
17,198,5
17,262,1
17,293,2
17,343,1
17,528,1
17,536,3
17,637,1
18,66,3
18,74,3
18,793,3
19,8,1
19,10,1
19,11,1
19,29,1
19,44,1
19,52,1
19,69,1
19,84,1
19,87,1
19,98,1
19,111,1
19,124,1
19,142,1
19,162,1
19,203,1
19,262,1
19,265,1
19,281,1
19,285,1
19,319,1
19,358,1
19,463,1
19,512,1
19,578,1
19,652,1
19,669,1
19,701,1
19,707,1
19,723,1
19,857,1
20,3,5
20,60,1
20,153,5
20,292,1
20,302,1
20,340,2
20,343,2
20,441,1
21,235,1
21,280,1
21,429,4
22,98,3
22,171,2
22,262,1
22,309,2
22,377,1
22,437,1
22,725,2
23,11,2
23,20,1
23,64,1
23,91,2
23,106,2
23,142,2
23,184,3
23,188,3
23,239,1
23,289,1
23,313,1
23,457,4
23,507,1
23,523,1
23,595,3
23,652,4
24,318,1
24,444,5
27,8,1
27,106,5
27,121,1
27,595,1
28,46,18
28,53,19
28,101,14
28,257,19
28,265,15
28,463,1
28,470,1
28,583,16
29,98,1
29,288,6
29,362,2
29,624,5
29,826,6
30,83,1
30,130,1
30,171,2
30,235,1
30,282,5
30,383,5
30,406,1
30,522,4
31,6,2
31,309,1
31,312,1
31,374,1
31,399,1
31,511,3
31,516,1
31,541,2
31,707,2
32,64,9
32,76,9
32,78,1
32,118,8
32,138,2
32,142,1
32,162,1
32,169,1
32,187,11
32,260,1
32,272,1
32,303,1
32,309,1
32,312,9
32,314,1
32,362,1
32,373,1
32,410,2
32,437,2
32,441,1
32,547,1
32,652,4
32,853,1
33,9,1
33,34,1
35,38,7
35,144,3
36,452,2
38,35,6
38,103,7
38,131,5
38,144,3
38,145,5
38,146,1
38,174,1
38,217,1
38,349,1
38,768,7
38,770,1
39,49,2
39,105,1
39,108,1
39,378,1
39,662,4
40,138,7
40,208,1
40,303,1
40,371,2
40,475,3
40,489,1
41,60,1
41,248,2
41,360,1
41,427,1
41,479,1
41,652,10
41,755,5
42,21,1
42,172,1
42,280,1
42,299,1
42,466,1
43,14,3
43,112,3
43,157,1
43,162,8
43,169,42
43,185,6
43,226,1
43,229,5
43,254,2
43,255,2
43,283,2
43,305,9
43,320,2
43,354,2
43,451,3
43,458,1
43,484,2
43,674,3
43,693,5
43,761,15
43,781,1
43,809,11
44,3,4
44,57,6
44,76,3
44,78,7
44,80,8
44,81,16
44,98,1
44,112,1
44,122,4
44,148,4
44,162,2
44,164,6
44,166,1
44,189,13
44,195,11
44,249,8
44,254,7
44,257,4
44,262,3
44,268,1
44,312,1
44,374,1
44,432,4
44,440,8
44,512,1
44,583,2
44,661,2
44,711,5
44,744,4
44,773,5
44,791,1
44,979,1
45,234,2
46,101,4
46,757,4
47,66,1
47,80,39
47,87,1
47,93,5
47,240,2
47,277,2
47,325,1
47,343,1
48,6,1
48,116,3
48,134,11
48,313,1
48,445,1
48,476,1
48,627,1
49,39,2
49,203,2
49,402,2
50,36,1
50,79,1
50,99,1
50,143,6
50,144,1
50,169,1
50,177,1
50,209,1
50,353,1
50,416,1
50,441,3
50,442,1
50,507,1
50,515,1
50,744,1
50,779,1
52,17,1
52,97,10
52,98,1
52,103,1
52,125,3
52,131,1
52,166,1
52,198,1
52,209,1
52,212,3
52,228,1
52,343,3
52,385,2
52,591,3
52,781,1
53,10,1
53,43,4
53,82,2
53,101,4
53,128,5
53,186,4
53,232,6
53,248,1
53,249,1
53,271,3
53,276,7
53,305,1
53,322,2
53,462,2
53,641,1
53,661,1
53,674,2
53,693,3
53,744,1
53,757,5
53,966,1
54,8,3
54,74,2
54,138,2
54,309,1
54,523,2
54,650,1
55,125,1
55,174,2
55,349,1
55,528,1
55,759,2
56,165,11
56,197,2
56,294,4
56,350,7
56,386,6
56,542,3
56,608,1
57,44,1
57,773,1
